item_id,quote_date,quantile,price,price_true
212720,2020-02-01,0.1,4.765000057220459,4.765000057220459
212720,2020-03-01,0.1,2.990000009536743,2.990000009536743
212720,2020-04-01,0.1,4.409999847412109,4.409999847412109
212720,2020-05-01,0.1,4.579999923706055,4.579999923706055
212720,2020-06-01,0.1,4.369999885559082,4.369999885559082
212720,2020-07-01,0.1,4.380000114440918,4.380000114440918
212720,2020-08-01,0.1,3.444000053405762,3.444000053405762
212720,2020-09-01,0.1,2.990000009536743,2.990000009536743
212720,2020-10-01,0.1,4.21999979019165,4.21999979019165
212720,2020-11-01,0.1,4.010000228881836,4.010000228881836
212720,2020-12-01,0.1,6.670000076293945,6.670000076293945
212720,2021-01-01,0.1,6.829999923706055,6.829999923706055
212720,2021-02-01,0.1,6.829999923706055,6.829999923706055
212720,2021-03-01,0.1,5.0,5.0
212720,2021-04-01,0.1,4.380000114440918,4.380000114440918
212720,2021-05-01,0.1,4.369999885559082,4.369999885559082
212720,2021-06-01,0.1,3.5,3.5
212720,2021-07-01,0.1,3.809999942779541,3.809999942779541
212720,2021-08-01,0.1,3.0579999923706063,3.0579999923706063
212720,2021-09-01,0.1,3.75,3.75
212720,2021-10-01,0.1,3.125,3.125
212720,2021-11-01,0.1,4.490999794006347,4.490999794006347
212720,2021-12-01,0.1,5.35699987411499,5.35699987411499
212720,2022-01-01,0.1,5.002999830245972,5.002999830245972
212720,2022-02-01,0.1,4.409999847412109,4.409999847412109
212720,2022-03-01,0.1,5.21999979019165,5.21999979019165
212720,2022-04-01,0.1,3.9800000190734863,3.9800000190734863
212720,2022-05-01,0.1,4.1249998807907104,4.1249998807907104
212720,2022-06-01,0.1,3.0,3.0
212720,2022-07-01,0.1,3.9800000190734863,3.9800000190734863
212720,2022-08-01,0.1,3.9990000009536746,3.9990000009536746
212720,2022-09-01,0.1,3.5,3.5
212720,2022-10-01,0.1,3.950000047683716,3.950000047683716
212720,2022-11-01,0.1,4.989999771118164,4.989999771118164
212720,2022-12-01,0.1,5.75,5.75
212720,2023-01-01,0.1,6.844000053405762,6.844000053405762
212720,2023-02-01,0.1,6.570000171661377,6.570000171661377
212720,2023-03-01,0.1,6.570000171661377,6.570000171661377
212720,2023-04-01,0.1,3.542000007629395,3.542000007629395
212720,2023-05-01,0.1,4.5,4.5
212720,2023-06-01,0.1,3.990000009536743,3.990000009536743
212720,2023-07-01,0.1,3.5,3.5
212720,2023-08-01,0.1,4.285999965667725,4.285999965667725
212720,2023-09-01,0.1,2.9920000076293944,2.9920000076293944
212720,2023-10-01,0.1,3.990000009536743,3.990000009536743
212720,2023-11-01,0.1,5.75,5.75
212720,2023-12-01,0.1,5.700000000000001,5.700000000000001
212720,2024-01-01,0.1,7.480000019073486,7.480000019073486
212720,2024-02-01,0.1,7.71999979019165,7.71999979019165
212720,2024-03-01,0.1,6.46999979019165,6.46999979019165
212720,2024-04-01,0.1,5.230000019073486,5.230000019073486
212720,2024-05-01,0.1,4.730000019073486,4.730000019073486
212720,2024-06-01,0.1,4.579999923706055,4.579999923706055
212720,2024-07-01,0.1,4.5,4.5
212720,2024-08-01,0.1,4.71999979019165,4.71999979019165
212720,2024-09-01,0.1,4.579999923706055,4.579999923706055
212720,2024-10-01,0.1,4.0,4.0
212720,2024-11-01,0.1,5.7250000000000005,5.7250000000000005
212720,2024-12-01,0.1,8.329999923706055,8.329999923706055
212720,2020-02-01,0.2,1.9649999618530272,6.730000019073486
212720,2020-03-01,0.2,0.24000000953674316,3.2300000190734863
212720,2020-04-01,0.2,0.46200008392334,4.871999931335449
212720,2020-05-01,0.2,0.1700000762939453,4.75
212720,2020-06-01,0.2,0.43000030517578125,4.800000190734863
212720,2020-07-01,0.2,0.0,4.380000114440918
212720,2020-08-01,0.2,0.92599983215332,4.369999885559082
212720,2020-09-01,0.2,1.0200002193450928,4.010000228881836
212720,2020-10-01,0.2,0.3000001907348633,4.519999980926514
212720,2020-11-01,0.2,0.0,4.010000228881836
212720,2020-12-01,0.2,0.0,6.670000076293945
212720,2021-01-01,0.2,0.0,6.829999923706055
212720,2021-02-01,0.2,0.2140000343322761,7.043999958038331
212720,2021-03-01,0.2,1.119999885559082,6.119999885559082
212720,2021-04-01,0.2,0.029999732971191406,4.409999847412109
212720,2021-05-01,0.2,0.010000228881835938,4.380000114440918
212720,2021-06-01,0.2,0.869999885559082,4.369999885559082
212720,2021-07-01,0.2,0.1700000762939453,3.9800000190734863
212720,2021-08-01,0.2,0.9220000267028801,3.9800000190734863
212720,2021-09-01,0.2,0.23000001907348633,3.9800000190734863
212720,2021-10-01,0.2,1.2849998474121094,4.409999847412109
